5'nucleotidase increased	5'nucléotidase augmentée
Avitaminosis	Avitaminose
Axonal neuropathy	Neuropathie axonale
Azoospermia	Azoospermie
Azotaemia	Azotémie
Azotaemia of renal origin	Azotémie d'origine rénale
Azotemia prerenal	Azotémie prérénale
B-cell chronic lymphocytic leukemia	Leucémie lympho?de chronique ? cellules B
B-cell lymphoma	Lymphome ? cellules B
B-cell type acute leukaemia	Leucémie aigu? de type B
Babesiosis	Babésiose
Bacillary dysentery	Dysenterie bacillaire
Bacillary infections	Infections bacillaires
Back disorder	Mal de dos
Back distress	Détresse au dos
Back injury	Blessure au dos
Back pain	Mal au dos
Back pain aggravated	Maux de dos aggravés
Back strain	Les maux de dos
Background diabetic retinopathy	Rétinopathie diabétique
Bacteraemia	Bactériémie
Bacteria urine identified	L'urine des bactéries identifiées
Bacterial colonisation	Colonisation bactérienne
Bacterial disease carrier	Porteur de maladies bactériennes
Bacterial infection	Infection bactérienne
Bacterial infection due to helicobacter pylori (H. pylori)	Infection bactérienne due ? Helicobacter pylori (H. pylori)
Bacterial infections NEC	Infections bactériennes NEC
Bacterial prostatitis	Prostatite bactérienne
Bacterial rhinitis	Rhinite bactérienne
Bacterial sepsis	Septicémie bactérienne
Bacterial test positive	Test bactérien positif
Bacterial toxaemia	Toxémie bactérienne
Bacteriuria	Bactériurie
Bacteriuria NOS present	Bactériurie NOS présente
Bad dreams	Mauvais r?ves
Bad taste	Mauvais go?t
Balance difficulty	Difficulté d'équilibre
Balance disorder	Trouble de l'équilibre
Balanitis	Balanite
Balanitis candida	Balanitis candida
Balanoposthitis	Balanoposthite
Ballismus	Ballisme
Band neutrophil count increased	Augmentation du nombre de neutrophiles dans la bande
Barium impaction	Impaction au baryum
Barrett's oesophagus	Oesophage de Barrett
Bartholin's cyst	Kyste de Bartholin
Bartonellosis	Bartonellose
Basal cell carcinoma	Carcinome basocellulaire
Basal cell naevus syndrome	Syndrome de naevus basocellulaire
Basedow's disease	Maladie de Basedow
Basilar artery syndrome	Syndrome de l'art?re basilaire
Basilar migraine	Migraine basilaire
Basophilia	Basophilie
Battery	Batterie
BCG infection	Infection au BCG
Beckwith-Wiedemann syndrome	Syndrome de Beckwith-Wiedemann
Bedridden	Alité
Behavior disorder	Trouble du comportement
Bell's palsy	Paralysie de Bell
Benign breast neoplasm	Tumeur bénigne du sein
Benign essential hypertension	Hypertension essentielle bénigne
Benign gastrointestinal neoplasm	Tumeur gastro-intestinale bénigne
Benign hepatic neoplasm	Tumeur hépatique bénigne
Benign hydatidiform mole	Taupe hydatidiforme bénigne
Benign intracranial hypertension	Hypertension intracr?nienne bénigne
Benign neoplasm	Tumeur bénigne
Benign neoplasm of skin	Tumeur bénigne de la peau
Benign prostatic hyperplasia	Hyperplasie bénigne de la prostate
Benign prostatic hypertrophy	Hypertrophie bénigne de la prostate
Benign vaginal neoplasm	Tumeur vaginale bénigne
Beriberi	Béribéri
Berry aneurysm	Anévrisme des baies
Berylliosis	Bérylliose
Beta 2 microglobulin increased	Augmentation de la microglobuline b?ta 2
Beta 2 microglobulin urine increased	Augmentation de l'urine de microglobuline b?ta 2
Bezoar	Bezoar
Bicarbonate decreased serum	Bicarbonate réduit le sérum
Bicarbonate level	Niveau de bicarbonate
Bicytopenia	Bicytopénie
Bilateral hydronephrosis	Hydronéphrose bilatérale
Bile duct cancer	Cancer des voies biliaires
Bile duct disorders	Troubles des voies biliaires
Bile duct neoplasms malignant	Néoplasmes des voies biliaires malins
Bile duct stenosis	Sténose des voies biliaires
Biliary cirrhosis	Cirrhose biliaire
Biliary cirrhosis primary	Cirrhose biliaire primitive
Biliary colic	Coliques biliaires
Biliary fibrosis	Fibrose biliaire
Biliary fistula	Fistule biliaire
Biliary sludge	Boues biliaires
Biliary tract disorder	Trouble des voies biliaires
Bilious vomiting	Vomissements bilieux
Bilirubin abnormal	Bilirubine anormale
Bilirubin conjugated increased	Augmentation de la conjugaison de la bilirubine
Bilirubin normal	Bilirubine normale
Bilirubin total decreased	Le total de bilirubine a diminué
Bilirubin total increased	Total de bilirubine augmenté
Bilirubin total low	Bilirubine totale faible
Bilirubin unconjugated increased	Bilirubine non conjuguée augmentée
Bilirubin value increased	Augmentation de la valeur de la bilirubine
Binge eating	Frénésie alimentaire
Bipolar I disorder	Trouble bipolaire I
Bipolar II disorder	Trouble bipolaire II
Bipolar depression	Dépression bipolaire
Bipolar disorder	Trouble bipolaire
Birth weight low	Poids ? la naissance faible
Bite	Mordre
Bizarre dreams	R?ves bizarres
BK virus infection	Infection par le virus BK
Black hairy tongue	Langue poilue noire
Black spot	T?che noire
Blacked-out (not amnesia)	Noirci (pas d'amnésie)
Blackwater fever	Fi?vre de Blackwater
Bladder and urethral symptoms	Symptômes de la vessie et de l'ur?tre
Bladder cancer	Cancer de la vessie
Bladder cancer stage IV	Cancer de la vessie stade IV
Bladder carcinoma	Carcinome de la vessie
Bladder constriction	Constriction de la vessie
Bladder dilatation	Dilatation de la vessie
Bladder discomfort	G?ne vésicale
Bladder disorder	Trouble de la vessie
Bladder distension	Distension de la vessie
Bladder diverticulum	Diverticule vésical
Bladder dysfunction	Dysfonction vésicale
Bladder fibrosis	Fibrose vésicale
Bladder infection	Infection de la vessie
Bladder irritation	Irritation de la vessie
Bladder neck contracture	Contracture de la vessie
Bladder neck obstruction	Obstruction du col vésical
Bladder neck stricture	Rétrécissement du col vésical
Bladder necrosis	Nécrose de la vessie
Bladder neoplasm	Tumeur vésicale
Bladder pain	Douleurs vésicales
Bladder spasm	Spasme de la vessie
Bladder stenosis	Sténose vésicale
Bladder transitional cell carcinoma	Carcinome ? cellules transitionnelles de la vessie
Bladder transitional cell carcinoma metastatic	Carcinome ? cellules transitionnelles de la vessie métastatique
Blanching	Blanchiment
Blanching of skin	Blanchiment de la peau
Blast cell crisis	Crise des cellules blastiques
Blastomycosis	Blastomycose
Bleeding breakthrough	Percée hémorragique
Bleeding tendency	Tendance hémorragique
Bleeding time prolonged	Temps de saignement prolongé
Blepharal pigmentation	Pigmentation blépharale
Blepharitis	Blépharite
Blepharitis allergic	Blépharite allergique
Blepharoconjunctivitis	Blépharoconjonctivite
Blepharospasm	Blépharospasme
Blighted ovum	Ovule flétri
Blindness	Cécité
Blindness cortical	Cécité corticale
Blindness day	Jour de cécité
Blindness transient	Cécité transitoire
Blindness unilateral	Cécité unilatérale
Blindness, both eyes	Cécité, les deux yeux
Blister	Cloque
Bloated feeling	Sensation de ballonnement
Block heart	Bloquer le c?ur
Blood acid phosphatase increased	Augmentation de la phosphatase acide sanguine
Blood albumin decreased	Albumine sanguine diminuée
Blood albumin increased	Augmentation de l'albumine sanguine
Blood aldosterone decreased	L'aldostérone sanguine a diminué
Blood alkaline phosphatase increased	Augmentation de la phosphatase alcaline sanguine
Blood amylase increased	Amylase sanguine augmentée
Blood and lymphatic system disorders	Troubles du sang et du syst?me lymphatique
Blood antidiuretic hormone abnormal	Hormone antidiurétique sanguine anormale
Blood bicarbonate	Bicarbonate de sang
Blood bicarbonate decreased	Bicarbonate de sang diminué
Blood bicarbonate increased	Augmentation du bicarbonate de sang
Blood bilirubin abnormal	Bilirubine sanguine anormale
Blood bilirubin decreased	La bilirubine sanguine a diminué
Blood bilirubin increased	Augmentation de la bilirubine sanguine
Blood bilirubin normal	Bilirubine sanguine normale
Blood bilirubin unconjugated increased	Bilirubine sanguine non conjuguée augmentée
Blood calcium abnormal	Calcium sanguin anormal
Blood calcium decreased	Calcium sanguin diminué
Blood chloride decreased	Chlorure de sang diminué
Blood chloride increased	Augmentation du chlorure de sang
Blood cholesterol abnormal	Cholestérol sanguin anormal
Blood cholesterol decreased	Le cholestérol sanguin a diminué
Blood cholesterol increased	Augmentation du cholestérol sanguin
Blood cholesterol normal	Cholestérol sanguin normal
Blood copper decreased	Cuivre sanguin diminué
Blood cortisol decreased	Le cortisol sanguin a diminué
Blood cortisol increased	Augmentation du cortisol sanguin
Blood count abnormal	Numération sanguine anormale
Blood creatine increased	Augmentation de la créatine sanguine
Blood creatine phosphokinase MB increased	Augmentation de la créatine phosphokinase sanguine MB
Blood creatine phosphokinase MM increased	Augmentation de la créatine phosphokinase sanguine MM
Blood creatine phosphokinase abnormal	Créatine phosphokinase sanguine anormale
Blood creatine phosphokinase increased	Augmentation de la créatine phosphokinase sanguine
Blood creatine phosphokinase normal	Créatine phosphokinase sanguine normale
Blood creatinine abnormal	Créatinine sanguine anormale
Blood creatinine decreased	La créatinine sanguine a diminué
Blood creatinine increased	Augmentation de la créatinine sanguine
Blood creatinine normal	Créatinine sanguine normale
Blood culture negative	Hémoculture négative
Blood culture positive	Hémoculture positive
Blood disorder	Maladie du sang
Blood electrolytes abnormal	Électrolytes sanguins anormaux
Blood electrolytes decreased	Les électrolytes sanguins ont diminué
Blood fibrinogen decreased	Le fibrinog?ne sanguin a diminué
Blood fibrinogen increased	Augmentation du fibrinog?ne sanguin
Blood follicle stimulating hormone increased	Augmentation de l'hormone de stimulation des follicules sanguins
Blood gases abnormal	Gaz sanguins anormaux
Blood gastrin increased	Gastrine sanguine augmentée
Blood glucose abnormal	Glycémie anormale
Blood glucose decreased	La glycémie a diminué
Blood glucose fluctuation	Fluctuation de la glycémie
Blood glucose increased	Augmentation de la glycémie
Blood glucose normal	Glycémie normale
Blood gonadotrophin decreased	La gonadotrophine sanguine a diminué
Blood gonadotrophin increased	Augmentation de la gonadotrophine sanguine
Blood growth hormone increased	Augmentation de l'hormone de croissance sanguine
Blood immunoglobulin G decreased	Immunoglobuline sanguine G diminuée
Blood in stool	Sang dans les selles
Blood insulin decreased	L'insuline sanguine a diminué
Blood insulin increased	L'insuline sanguine a augmenté
Blood iron abnormal	Fer anormal
Blood iron decreased	Fer sanguin diminué
Blood iron increased	Fer sanguin augmenté
Blood lactate dehydrogenase increased	Augmentation de la lactate déshydrogénase sanguine
Blood luteinising hormone increased	Augmentation de l'hormone lutéinisante sanguine
Blood magnesium decreased	Le magnésium sanguin a diminué
Blood magnesium increased	Augmentation du magnésium sanguin
Blood methaemoglobin present	Présence de méthémoglobine dans le sang
Blood monocytes increased	Augmentation des monocytes sanguins
Blood neutrophil count decreased	Le nombre de neutrophiles sanguins a diminué
Blood oestrogen decreased	L'?strog?ne sanguin a diminué
Blood oestrogen increased	Augmentation des ?strog?nes sanguins
Blood osmolarity decreased	L'osmolarité sanguine a diminué
Blood osmolarity increased	Augmentation de l'osmolarité sanguine
Blood pH decreased	PH sanguin diminué
Blood pH increased	PH sanguin augmenté
Blood pH normal	PH sanguin normal
Blood pancreatic amylase increased	Augmentation de l'amylase pancréatique sanguine
Blood parathyroid hormone increased	Augmentation de l'hormone parathyro?dienne sanguine
Blood phosphate increased	Phosphate sanguin augmenté
Blood phosphorus decreased	Le phosphore sanguin a diminué
Blood phosphorus increased	Augmentation du phosphore sanguin
Blood potassium abnormal	Potassium sanguin anormal
Blood potassium decreased	Potassium sanguin diminué
Blood potassium increased	Potassium sanguin augmenté
Blood pressure abnormal	Tension artérielle anormale
Blood pressure diastolic decreased	La pression artérielle diastolique a diminué
Blood pressure diastolic increased	Tension artérielle diastolique augmentée
Blood pressure fluctuation	Fluctuation de la pression artérielle
Blood pressure inadequately controlled	Pression artérielle insuffisamment contrôlée
Blood pressure increased	Augmentation de la pression artérielle
Blood pressure normal	Pression artérielle normale
Blood pressure systolic decreased	La pression artérielle systolique a diminué
Blood pressure systolic increased	Augmentation de la pression artérielle systolique
Blood prolactin decreased	La prolactine sanguine a diminué
Blood prolactin increased	Augmentation de la prolactine sanguine
Blood sodium abnormal	Sodium sanguin anormal
Blood sodium increased	Augmentation du sodium sanguin
Blood test abnormal	Test sanguin anormal
Blood testosterone decreased	La testostérone sanguine a diminué
Blood testosterone free increased	Augmentation de la testostérone sans sang
Blood testosterone increased	Augmentation de la testostérone sanguine
Blood thromboplastin decreased	La thromboplastine sanguine a diminué
Blood thyroid stimulating hormone decreased	Hormone de stimulation de la thyro?de sanguine diminuée
Blood thyroid stimulating hormone increased	Augmentation de l'hormone stimulant la thyro?de sanguine
Blood triglycerides decreased	Les triglycérides sanguins ont diminué
Blood triglycerides increased	Augmentation des triglycérides sanguins
Blood triglycerides normal	Triglycérides sanguins normaux
Blood urea abnormal	Urée sanguine anormale
Blood urea decreased	L'urée sanguine a diminué
Blood urea increased	Augmentation de l'urée sanguine
Blood urea normal	Urée sanguine normale
Blood uric acid abnormal	Acide urique sanguin anormal
Blood uric acid decreased	L'acide urique sanguin a diminué
Blood uric acid increased	Augmentation de l'acide urique sanguin
Blood urine	Urine de sang
Blood urine present	Présence d'urine dans le sang
Blood zinc decreased	Zinc sanguin diminué
Bloodshot eye	Oeil injecté de sang
Bloody discharge	Écoulement sanglant
Blotchy rash	Éruption cutanée tachetée
Blue toe syndrome	Syndrome de l'orteil bleu
Blunted affect	Vive émotion
Body fat disorder	Trouble de la graisse corporelle
Body hair loss	Perte de poils corporels
Body height decreased	La taille du corps a diminué
Body mass index decreased	L'indice de masse corporelle a diminué
Body odor	L'odeur corporelle
Body temperature altered	Altération de la température corporelle
Body temperature decreased	La température corporelle a diminué
Body temperature fluctuation	Fluctuation de la température corporelle
Body temperature increased	Augmentation de la température corporelle
Body tinea	Tinea du corps
Bone and joint infections	Infections osseuses et articulaires
Bone cancer metastatic	Cancer osseux métastatique
Bone deformity	Déformation osseuse
Bone density decreased	Densité osseuse diminuée
Bone development abnormal	Développement osseux anormal
Bone disorder	Trouble osseux
Bone formation increased	Augmentation de la formation osseuse
Bone lesion	Lésion osseuse
Bone marrow aplastic	Moelle osseuse aplasique
Bone marrow depression	Dépression de la moelle osseuse
Bone marrow disorder	Trouble de la moelle osseuse
Bone marrow granuloma	Granulome de moelle osseuse
Bone marrow toxicity	Toxicité pour la moelle osseuse
Bone mass decreased	La masse osseuse a diminué
